Date created,Reporting Period Start date,Reporting Period End date,Geography,Median Household Income*,Margin of Error
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Caroline,49573,2996
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Carroll,84500,3125
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Cecil,62198,3188
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Charles,86703,4376
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Dorchester,42279,4092
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Frederick,83698,2939
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Garrett,47441,2909
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Harford,79403,2481
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Howard,106871,5466
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Kent,53288,4924
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Montgomery,97279,2223
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Prince George's,71904,1447
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Queen Anne's,80650,5287
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,St. Mary's,84686,3891
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Somerset,38376,2958
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Talbot,54836,4308
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Washington,54606,2953
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Wicomico,51927,2234
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Worcester,55691,3253
02/14/2025 12:00:00 AM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Baltimore city,41895,1798
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Maryland,72482,693
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Allegany,39994,2773
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Anne Arundel,85685,2352
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Baltimore,64624,1944
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Calvert,91993,5241
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Caroline,46015,3787
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Carroll,82073,3280
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Cecil,64880,3724
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Charles,87577,3083
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Dorchester,42542,3324
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Frederick,83489,3285
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Garrett,44404,3898
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Harford,77453,3255
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Howard,108503,4081
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Kent,55695,3753
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Montgomery,97873,1836
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Prince George's,71682,1380
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Queen Anne's,80143,4946
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,St. Mary's,78274,5169
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Somerset,36106,3399
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Talbot,57525,5176
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Washington,55643,2999
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Wicomico,47536,3167
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Worcester,52276,3420
02/14/2025 12:00:00 AM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Baltimore city,41988,1071
